"","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"High-School Graduates as % of 17-year old population","0.0196","","","","","","","","","","0.025","","","","","","","","","","0.0347","","","","","","","","","","0.0637","","","","","","","","","","0.0876","","","","","","","","","","0.1678","","","","","","","","","","0.2905","","","","","","","","","","0.5083","","","","","","","","","","0.5897","","","","","","","","","","0.6954","","","","","","","","","","0.7689","","","","","","0.7354999999999999","","","","0.7138","0.7171","0.7243999999999999","0.7288","0.7312000000000001","0.7237","0.7201000000000001","0.7176","0.7204999999999999","0.7141","0.7343999999999999","0.7293999999999999","0.7298","0.7192000000000001","0.7156999999999999","0.6929000000000001","0.6918000000000001","0.6888","0.6746","0.7041","0.6983","0.7078","0.7223","0.7311","0.7426","0.754","0.7434000000000001","0.7445999999999999","0.7465","0.7719","0.7976000000000001","0.7898000000000001","0.8046","0.8172"
